epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,560.352,0.70635,0.46987,0.83474,0.72646,0.71508,0.69841,0.32153,1.61896,1.78994,1.06944,0.000472161,0.000472161,0.000472161
183,563.211,0.61834,0.42496,0.82947,0.73042,0.71046,0.69849,0.31698,1.62628,1.78738,1.07206,0.00046556,0.00046556,0.00046556
184,566.412,0.66181,0.41909,0.82275,0.71458,0.70678,0.69068,0.31688,1.62753,1.79567,1.06909,0.000458958,0.000458958,0.000458958
185,569.311,0.6549,0.41885,0.83275,0.70851,0.71152,0.69994,0.31107,1.6239,1.84395,1.06753,0.000452357,0.000452357,0.000452357
186,572.2,0.64548,0.42723,0.83197,0.70252,0.69286,0.69038,0.29852,1.60717,1.8987,1.06798,0.000445756,0.000445756,0.000445756
187,575.197,0.64192,0.42601,0.84266,0.69576,0.70432,0.69123,0.3064,1.5834,1.99866,1.06927,0.000439154,0.000439154,0.000439154
188,578.071,0.68495,0.45369,0.82046,0.62845,0.66802,0.60981,0.29141,1.60289,2.08989,1.07137,0.000432553,0.000432553,0.000432553
189,580.943,0.59534,0.40831,0.82685,0.63175,0.66572,0.6215,0.29516,1.60829,2.09073,1.06958,0.000425952,0.000425952,0.000425952
190,583.864,0.58736,0.38825,0.83026,0.68783,0.65317,0.64952,0.30783,1.62189,2.04684,1.07165,0.000419351,0.000419351,0.000419351
191,586.756,0.6835,0.42176,0.83201,0.66267,0.67901,0.67501,0.31526,1.63806,2.01978,1.0812,0.000412749,0.000412749,0.000412749
192,589.687,0.65345,0.41607,0.83837,0.6783,0.67755,0.68872,0.31754,1.64896,1.966,1.08717,0.000406148,0.000406148,0.000406148
193,592.457,0.6263,0.41058,0.82541,0.69051,0.6754,0.68854,0.31697,1.63814,1.95785,1.08037,0.000399547,0.000399547,0.000399547
194,595.586,0.64013,0.41246,0.84955,0.67558,0.66984,0.678,0.30809,1.62465,1.96249,1.074,0.000392945,0.000392945,0.000392945
195,598.519,0.64978,0.41369,0.84216,0.62419,0.72619,0.6825,0.30444,1.61594,1.99561,1.07937,0.000386344,0.000386344,0.000386344
196,601.486,0.69443,0.42182,0.85834,0.63583,0.71279,0.67626,0.29675,1.62467,2.01188,1.08313,0.000379743,0.000379743,0.000379743
197,604.255,0.67517,0.4145,0.82122,0.64152,0.70842,0.67029,0.29844,1.61305,2.00382,1.07899,0.000373141,0.000373141,0.000373141
198,607.22,0.63226,0.40934,0.83277,0.64392,0.71587,0.66914,0.30465,1.60207,1.93552,1.06581,0.00036654,0.00036654,0.00036654
199,610.195,0.67642,0.42208,0.83601,0.63695,0.74433,0.67158,0.31074,1.59529,1.88151,1.06734,0.000359939,0.000359939,0.000359939
200,613.12,0.66351,0.42482,0.82462,0.62893,0.73254,0.64763,0.3167,1.59277,1.83167,1.07525,0.000353337,0.000353337,0.000353337
201,615.977,0.6962,0.43908,0.83518,0.63721,0.73254,0.64156,0.31194,1.60288,1.82566,1.07974,0.000346736,0.000346736,0.000346736
202,618.962,0.67929,0.4218,0.85368,0.6584,0.71425,0.64636,0.31401,1.59137,1.83496,1.07788,0.000340135,0.000340135,0.000340135
203,622.068,0.63294,0.41513,0.84745,0.67026,0.7381,0.65518,0.31128,1.58359,1.82975,1.07197,0.000333533,0.000333533,0.000333533
204,624.941,0.64858,0.41852,0.83616,0.66171,0.70952,0.65511,0.31516,1.60339,1.81798,1.07412,0.000326932,0.000326932,0.000326932
205,627.841,0.62245,0.398,0.82802,0.66528,0.71123,0.66029,0.30512,1.60859,1.82209,1.07858,0.000320331,0.000320331,0.000320331
206,630.843,0.618,0.40849,0.8258,0.67014,0.71314,0.66336,0.3207,1.59757,1.81746,1.08157,0.000313729,0.000313729,0.000313729
207,633.79,0.58875,0.3678,0.82612,0.67856,0.71508,0.67417,0.32214,1.5546,1.8204,1.06883,0.000307128,0.000307128,0.000307128
208,636.733,0.656,0.43202,0.81687,0.65019,0.71494,0.67715,0.32647,1.5334,1.8615,1.0616,0.000300527,0.000300527,0.000300527
209,639.659,0.63044,0.39781,0.8279,0.64861,0.71627,0.68314,0.32509,1.54295,1.84956,1.06131,0.000293925,0.000293925,0.000293925
210,642.597,0.63284,0.39876,0.83802,0.6706,0.70317,0.68259,0.32277,1.56809,1.86863,1.06926,0.000287324,0.000287324,0.000287324
211,645.52,0.6445,0.41705,0.84386,0.65189,0.71984,0.68444,0.32693,1.58837,1.86777,1.07948,0.000280723,0.000280723,0.000280723
212,648.493,0.61336,0.38075,0.82552,0.65999,0.72921,0.6888,0.32853,1.57874,1.80199,1.08466,0.000274121,0.000274121,0.000274121
213,651.385,0.59464,0.39787,0.80559,0.67546,0.74841,0.70463,0.3274,1.55959,1.79767,1.08342,0.00026752,0.00026752,0.00026752
214,654.307,0.59771,0.38742,0.81093,0.68435,0.7254,0.69651,0.3247,1.55797,1.79412,1.08024,0.000260919,0.000260919,0.000260919
215,657.396,0.63019,0.4094,0.81443,0.67446,0.73562,0.6748,0.31888,1.5496,1.81748,1.07536,0.000254318,0.000254318,0.000254318
216,660.431,0.62083,0.4029,0.83275,0.67995,0.70397,0.667,0.31632,1.54909,1.85882,1.07403,0.000247716,0.000247716,0.000247716
217,663.347,0.60963,0.40568,0.83773,0.68927,0.6754,0.64971,0.31017,1.55084,1.86289,1.07272,0.000241115,0.000241115,0.000241115
218,666.328,0.65294,0.40528,0.843,0.70405,0.69206,0.67553,0.31916,1.54231,1.8597,1.06495,0.000234514,0.000234514,0.000234514
219,669.246,0.58818,0.37393,0.80317,0.70559,0.6754,0.68813,0.33215,1.54509,1.8686,1.06394,0.000227912,0.000227912,0.000227912
220,672.243,0.67101,0.42457,0.84847,0.67738,0.71447,0.69454,0.32652,1.56535,1.88095,1.06728,0.000221311,0.000221311,0.000221311
221,675.13,0.61356,0.40294,0.84515,0.67446,0.69868,0.66872,0.31912,1.58742,1.89015,1.0678,0.00021471,0.00021471,0.00021471
222,677.974,0.60075,0.38124,0.81544,0.67713,0.6873,0.65661,0.3203,1.60923,1.90178,1.07106,0.000208108,0.000208108,0.000208108
223,680.88,0.58313,0.37866,0.82703,0.69515,0.68175,0.66162,0.31707,1.59482,1.89016,1.07277,0.000201507,0.000201507,0.000201507
224,683.888,0.60992,0.40083,0.83381,0.72807,0.69841,0.69888,0.32208,1.58658,1.89651,1.07322,0.000194906,0.000194906,0.000194906
225,686.888,0.58561,0.35839,0.81009,0.7101,0.71046,0.70885,0.32623,1.58552,1.92049,1.07339,0.000188304,0.000188304,0.000188304
226,689.962,0.58368,0.38313,0.84299,0.6905,0.73175,0.7058,0.32046,1.5822,1.9417,1.07695,0.000181703,0.000181703,0.000181703
227,692.887,0.58366,0.40057,0.81317,0.69924,0.72437,0.71337,0.33131,1.58227,1.94027,1.07714,0.000175102,0.000175102,0.000175102
228,695.732,0.57873,0.37739,0.84268,0.67806,0.72584,0.70664,0.33796,1.57306,1.93137,1.07672,0.0001685,0.0001685,0.0001685
229,698.718,0.59068,0.37178,0.82117,0.71095,0.67881,0.69389,0.33485,1.56774,1.93045,1.07635,0.000161899,0.000161899,0.000161899
230,701.56,0.55528,0.37733,0.80205,0.67071,0.72063,0.71508,0.34149,1.54933,1.89872,1.06989,0.000155298,0.000155298,0.000155298
231,704.512,0.56806,0.38796,0.813,0.6791,0.73539,0.71874,0.3368,1.54812,1.88935,1.06483,0.000148696,0.000148696,0.000148696
232,707.562,0.54895,0.36795,0.8343,0.67341,0.72063,0.71659,0.32993,1.55914,1.87993,1.06282,0.000142095,0.000142095,0.000142095
233,710.533,0.59429,0.37694,0.84401,0.66805,0.71508,0.71649,0.32882,1.56202,1.88773,1.06191,0.000135494,0.000135494,0.000135494
234,713.62,0.54687,0.36525,0.83215,0.7067,0.70518,0.71934,0.3348,1.56736,1.88261,1.06422,0.000128892,0.000128892,0.000128892
235,716.586,0.56322,0.35526,0.81282,0.69234,0.68686,0.69725,0.33189,1.57894,1.90979,1.06444,0.000122291,0.000122291,0.000122291
236,719.509,0.55046,0.36539,0.79723,0.69118,0.6873,0.69428,0.33038,1.57775,1.9159,1.06556,0.00011569,0.00011569,0.00011569
237,722.322,0.56698,0.36118,0.82543,0.69353,0.69003,0.69555,0.3324,1.58226,1.91217,1.06619,0.000109088,0.000109088,0.000109088
238,725.359,0.5349,0.35925,0.80235,0.70668,0.69173,0.69291,0.32769,1.57659,1.89601,1.06722,0.000102487,0.000102487,0.000102487
239,728.272,0.57777,0.36764,0.81403,0.7148,0.69097,0.69497,0.32751,1.56466,1.89082,1.067,9.58858e-05,9.58858e-05,9.58858e-05
240,731.268,0.52306,0.36145,0.82887,0.68653,0.7,0.69826,0.33306,1.56377,1.87517,1.06493,8.92845e-05,8.92845e-05,8.92845e-05
241,758.696,0.58669,0.36999,0.80883,0.69177,0.70952,0.705,0.33225,1.56122,1.85721,1.06537,8.26832e-05,8.26832e-05,8.26832e-05
242,762.511,0.54063,0.33925,0.78681,0.72149,0.66905,0.70399,0.33067,1.56294,1.84326,1.06668,7.60819e-05,7.60819e-05,7.60819e-05
243,766.075,0.55498,0.35671,0.80478,0.70362,0.66349,0.69634,0.32223,1.55223,1.83234,1.06338,6.94806e-05,6.94806e-05,6.94806e-05
244,769.631,0.53707,0.34094,0.7732,0.694,0.68137,0.69469,0.32127,1.54978,1.80993,1.06292,6.28792e-05,6.28792e-05,6.28792e-05
245,772.953,0.50843,0.34406,0.78796,0.69646,0.67385,0.68091,0.31969,1.5482,1.79883,1.06388,5.62779e-05,5.62779e-05,5.62779e-05
246,776.398,0.5411,0.34137,0.79016,0.68833,0.67414,0.67483,0.31758,1.5511,1.78552,1.06719,4.96766e-05,4.96766e-05,4.96766e-05
247,779.803,0.54751,0.34364,0.79698,0.67594,0.66984,0.67524,0.31504,1.55257,1.78701,1.06734,4.30753e-05,4.30753e-05,4.30753e-05
248,783.068,0.52594,0.33054,0.78755,0.66923,0.67204,0.67087,0.31424,1.55068,1.79082,1.06699,3.6474e-05,3.6474e-05,3.6474e-05
249,786.183,0.53404,0.34355,0.79129,0.66974,0.6743,0.67622,0.31575,1.54634,1.78329,1.06675,2.98726e-05,2.98726e-05,2.98726e-05
250,789.038,0.50649,0.33853,0.80437,0.6682,0.66941,0.67147,0.31378,1.54292,1.77643,1.06622,2.32713e-05,2.32713e-05,2.32713e-05
